,b,bf,Cd,Cm,C,C_O,C_C,g,E,H,Id,Im,I,K,L,Lb,M,mc,r_k,T,U,X,Y,Yf,lbint_C,wint,Eint,YfP,Gapf,IC,S,pcp,pip,pcmp,pimp,pfp,pxp,Pi,Pic,Pii,Picm,Piim,Pix,Pif,Pim,Q,R,w,w_h,z_w,z_C,z_K,z_I,z_M,z_Y,z_pf,z_A,z_L,z_G,z_Yf,a,mu,eps_b,eps_p,eps_w,eps_cm,eps_x,eps_f,eps_yf,eps_pif,zcd,zcm,zid,zim,e_p2,e_w2,e_f2,e_x2,e_mu2,e_cm2,e_b2
25,6.1283E-4,1.1144E-4,0.0011119,0.0017721,0.001343,0.001343,2.5864E-4,0.0010192,-3.9703E-4,-1.3819E-4,0.0025383,0.0031984,0.0027363,0.0012305,-3.4811E-4,-0.0012139,0.0021503,-1.4635E-4,-9.504E-4,-2.9336E-5,-9.4558E-6,-4.9324E-4,4.335E-4,-3.2223E-17,-0.0010421,-8.3834E-5,3.6768E-5,-1.9997E-18,-3.2482E-17,0.0013934,-0.001557,-2.1109E-19,-1.4169E-18,-3.3008E-4,-3.3008E-4,-3.3008E-4,2.4772E-5,-8.9297E-5,-8.9297E-5,-8.9297E-5,-5.5779E-18,-5.85E-18,-9.1014E-5,-1.786E-18,0,-1.0839E-4,-2.6693E-17,5.9585E-4,5.177E-4,-2.0777E-18,-1.2976E-18,-2.6656E-18,-4.2521E-18,1.2086E-18,-9.4624E-19,-2.1549E-18,-5.4729E-19,1.458E-18,8.3568E-19,6.3215E-19,7.8581E-20,4.7531E-37,2.0027E-36,4.208E-23,-1.2325E-35,-1.2691E-19,9.9497E-20,2.3977E-36,4.0752E-25,0,-2.3105E-4,-2.3105E-4,-1.9805E-4,-1.9805E-4,0,0,0,0,0,0,0
26,5.9808E-4,1.0189E-4,0.0011072,0.0016035,0.0012809,0.0012809,2.9561E-4,9.1731E-4,-3.6294E-4,-1.2634E-4,0.0023586,0.0028548,0.0025074,0.0012496,-3.1508E-4,-0.0011568,0.0019353,-1.372E-4,-9.3604E-4,-2.8613E-5,-9.3129E-6,-3.7712E-4,4.6454E-4,-3.0066E-17,-0.0010008,-7.7633E-5,3.4082E-5,-1.9924E-18,-3.0121E-17,0.0012265,-0.0014071,-1.7483E-19,-1.3356E-18,-2.4811E-4,-2.4811E-4,-2.4811E-4,2.32E-5,-8.1969E-5,-8.1969E-5,-8.1969E-5,-5.1612E-18,-5.3419E-18,-8.3541E-5,-1.4534E-18,0,-1.359E-4,-2.4574E-17,6.0019E-4,5.2668E-4,-1.8897E-18,-1.2303E-18,-2.3515E-18,-4.0241E-18,1.0843E-18,-8.4402E-19,-1.9283E-18,-5.0666E-19,1.3956E-18,7.3421E-19,5.7375E-19,7.0724E-20,4.5274E-37,1.8827E-36,2.7773E-23,-1.1402E-35,-1.2057E-19,9.1538E-20,2.3018E-36,2.1762E-25,0,-1.7368E-4,-1.7368E-4,-1.4886E-4,-1.4886E-4,0,0,0,0,0,0,0
27,5.8438E-4,9.2899E-5,0.0011022,0.0014483,0.0012233,0.0012233,3.2825E-4,8.2558E-4,-3.3152E-4,-1.152E-4,0.002178,0.0025241,0.0022818,0.001265,-2.8537E-4,-0.0011048,0.0017335,-1.2889E-4,-9.2228E-4,-2.7924E-5,-9.176E-6,-2.7076E-4,4.9169E-4,-2.7973E-17,-9.6337E-4,-7.1782E-5,3.1425E-5,-1.9828E-18,-2.7834E-17,0.0010585,-0.001265,-1.3763E-19,-1.2591E-18,-1.7304E-4,-1.7304E-4,-1.7304E-4,2.1757E-5,-7.507E-5,-7.507E-5,-7.507E-5,-4.6168E-18,-4.8162E-18,-7.6513E-5,-1.1171E-18,0,-1.5959E-4,-2.2487E-17,6.0347E-4,5.3405E-4,-1.7106E-18,-1.1659E-18,-2.0486E-18,-3.7838E-18,9.5865E-19,-7.469E-19,-1.7056E-18,-4.6874E-19,1.3327E-18,6.3579E-19,5.1421E-19,6.3651E-20,4.3118E-37,1.7702E-36,1.833E-23,-1.0549E-35,-1.1454E-19,8.4215E-20,2.2097E-36,1.1621E-25,0,-1.2113E-4,-1.2113E-4,-1.0382E-4,-1.0382E-4,0,0,0,0,0,0,0
28,5.7197E-4,8.446E-5,0.0010969,0.0013058,0.00117,0.00117,3.5696E-4,7.4302E-4,-3.0268E-4,-1.0473E-4,0.0019981,0.002207,0.0020607,0.0012769,-2.5865E-4,-0.0010575,0.0015448,-1.2121E-4,-9.088E-4,-2.7285E-5,-9.0419E-6,-1.7361E-4,5.1519E-4,-2.5939E-17,-9.294E-4,-6.6232E-5,2.8842E-5,-1.9712E-18,-2.5614E-17,8.9073E-4,-0.0011308,-9.9964E-20,-1.1872E-18,-1.0448E-4,-1.0448E-4,-1.0448E-4,2.0422E-5,-6.8558E-5,-6.8558E-5,-6.8558E-5,-4.1142E-18,-4.2621E-18,-6.9893E-5,-7.799E-19,0,-1.7966E-4,-2.044E-17,6.058E-4,5.4015E-4,-1.5408E-18,-1.1046E-18,-1.7579E-18,-3.5347E-18,8.3284E-19,-6.5513E-19,-1.488E-18,-4.3346E-19,1.2699E-18,5.4076E-19,4.5419E-19,5.7286E-20,4.1061E-37,1.6647E-36,1.2098E-23,-9.7622E-36,-1.0881E-19,7.7477E-20,2.1213E-36,6.2054E-26,0,-7.3135E-5,-7.3135E-5,-6.2687E-5,-6.2687E-5,0,0,0,0,0,0,0
29,5.6099E-4,7.6551E-5,0.0010913,0.0011755,0.0011208,0.0011208,3.8209E-4,6.6872E-4,-2.7632E-4,-9.4923E-5,0.00182,0.0019042,0.0018453,0.0012854,-2.3463E-4,-0.0010145,0.0013687,-1.1401E-4,-8.9536E-4,-2.6705E-5,-8.9082E-6,-8.514E-5,5.3529E-4,-2.396E-17,-8.9865E-4,-6.0958E-5,2.636E-5,-1.9577E-18,-2.3458E-17,7.2447E-4,-0.0010045,-6.2263E-20,-1.1196E-18,-4.2076E-5,-4.2076E-5,-4.2076E-5,1.9176E-5,-6.2403E-5,-6.2403E-5,-6.2403E-5,-3.5691E-18,-3.7388E-18,-6.3649E-5,-4.4445E-19,0,-1.9633E-4,-1.844E-17,6.0725E-4,5.4523E-4,-1.3803E-18,-1.0463E-18,-1.4802E-18,-3.2801E-18,7.0784E-19,-5.6885E-19,-1.2767E-18,-4.0074E-19,1.2076E-18,4.4944E-19,3.9427E-19,5.1558E-20,3.9097E-37,1.5659E-36,7.9846E-24,-9.0352E-36,-1.0337E-19,7.1279E-20,2.0364E-36,3.3137E-26,0,-2.9453E-5,-2.9453E-5,-2.5245E-5,-2.5245E-5,0,0,0,0,0,0,0
30,5.5151E-4,6.9156E-5,0.0010856,0.0010566,0.0010755,0.0010755,4.0395E-4,6.0185E-4,-2.5232E-4,-8.5753E-5,0.001645,0.001616,0.0016363,0.0012906,-2.1307E-4,-9.7556E-4,0.0012049,-1.0717E-4,-8.8181E-4,-2.6193E-5,-8.7734E-6,-4.8602E-6,5.5218E-4,-2.2034E-17,-8.7083E-4,-5.5952E-5,2.3995E-5,-1.9426E-18,-2.1365E-17,5.6085E-4,-8.8607E-4,-2.4899E-20,-1.0561E-18,1.4506E-5,1.4506E-5,1.4506E-5,1.8002E-5,-5.6581E-5,-5.6581E-5,-5.6581E-5,-3.0428E-18,-3.1896E-18,-5.7756E-5,-1.1347E-19,0,-2.0984E-4,-1.6493E-17,6.0788E-4,5.4942E-4,-1.2291E-18,-9.9104E-19,-1.2162E-18,-3.0227E-18,5.845E-19,-4.8817E-19,-1.0727E-18,-3.7049E-19,1.146E-18,3.6207E-19,3.3495E-19,4.6402E-20,3.7225E-37,1.4733E-36,5.2698E-24,-8.3636E-36,-9.8201E-20,6.5577E-20,1.955E-36,1.7695E-26,0,1.0154E-5,1.0154E-5,8.7034E-6,8.7034E-6,0,0,0,0,0,0,0
31,5.4359E-4,6.2257E-5,0.0010797,9.4853E-4,0.0010338,0.0010338,4.2277E-4,5.4166E-4,-2.3057E-4,-7.7199E-5,0.001474,0.0013428,0.0014347,0.0012928,-1.9377E-4,-9.4035E-4,0.0010531,-1.0063E-4,-8.6803E-4,-2.575E-5,-8.6363E-6,6.7688E-5,5.6606E-4,-2.0164E-17,-8.4569E-4,-5.1211E-5,2.1756E-5,-1.9261E-18,-1.9338E-17,4.0086E-4,-7.7538E-4,1.1802E-20,-9.9655E-19,6.5583E-5,6.5583E-5,6.5583E-5,1.6887E-5,-5.1077E-5,-5.1077E-5,-5.1077E-5,-2.5041E-18,-2.6595E-18,-5.2193E-5,2.1047E-19,0,-2.2045E-4,-1.4604E-17,6.0774E-4,5.5281E-4,-1.0872E-18,-9.3879E-19,-9.6633E-19,-2.7649E-18,4.6357E-19,-4.1312E-19,-8.7669E-19,-3.4262E-19,1.0855E-18,2.7884E-19,2.7665E-19,4.1762E-20,3.5438E-37,1.3864E-36,3.4781E-24,-7.7432E-36,-9.3291E-20,6.0331E-20,1.8768E-36,9.4492E-27,0,4.5908E-5,4.5908E-5,3.935E-5,3.935E-5,0,0,0,0,0,0,0
32,5.3721E-4,5.5839E-5,0.0010736,8.5065E-4,9.9555E-4,9.9555E-4,4.3878E-4,4.875E-4,-2.1092E-4,-6.924E-5,0.0013078,0.0010849,0.0012409,0.001292,-1.7656E-4,-9.0856E-4,9.1276E-4,-9.4326E-5,-8.5397E-4,-2.538E-5,-8.4964E-6,1.3294E-4,5.7711E-4,-1.8354E-17,-8.2295E-4,-4.6735E-5,1.9646E-5,-1.9085E-18,-1.7381E-17,2.4537E-4,-6.7228E-4,4.756E-20,-9.4062E-19,1.1146E-4,1.1146E-4,1.1146E-4,1.5821E-5,-4.5879E-5,-4.5879E-5,-4.5879E-5,-1.9952E-18,-2.144E-18,-4.6945E-5,5.2496E-19,0,-2.2838E-4,-1.2778E-17,6.0689E-4,5.5543E-4,-9.5459E-19,-8.895E-19,-7.3082E-19,-2.5089E-18,3.457E-19,-3.4368E-19,-6.8938E-19,-3.1703E-19,1.0262E-18,1.9989E-19,2.1973E-19,3.7586E-20,3.3735E-37,1.3049E-36,2.2955E-24,-7.17E-36,-8.8627E-20,5.5504E-20,1.8017E-36,5.0459E-27,0,7.8024E-5,7.8024E-5,6.6877E-5,6.6877E-5,0,0,0,0,0,0,0
33,5.3234E-4,4.9881E-5,0.0010672,7.6235E-4,9.6052E-4,9.6052E-4,4.5216E-4,4.3875E-4,-1.9325E-4,-6.1853E-5,0.0011471,8.4222E-4,0.0010556,0.0012885,-1.6128E-4,-8.7987E-4,7.8353E-4,-8.8235E-5,-8.3961E-4,-2.5082E-5,-8.3535E-6,1.9132E-4,5.8552E-4,-1.6607E-17,-8.0239E-4,-4.2524E-5,1.7666E-5,-1.8898E-18,-1.5497E-17,9.5119E-5,-5.7661E-4,8.2135E-20,-8.8819E-19,1.5244E-4,1.5244E-4,1.5244E-4,1.4797E-5,-4.0977E-5,-4.0977E-5,-4.0977E-5,-1.4573E-18,-1.6153E-18,-4.2E-5,8.2786E-19,0,-2.3389E-4,-1.102E-17,6.0534E-4,5.573E-4,-8.3104E-19,-8.4312E-19,-5.0987E-19,-2.2566E-18,2.3142E-19,-2.7979E-19,-5.1121E-19,-2.9362E-19,9.6847E-19,1.2532E-19,1.645E-19,3.3827E-20,3.2112E-37,1.2285E-36,1.5151E-24,-6.6403E-36,-8.4195E-20,5.1064E-20,1.7296E-36,2.6945E-27,0,1.0671E-4,1.0671E-4,9.1464E-5,9.1464E-5,0,0,0,0,0,0,0
34,5.2891E-4,4.4366E-5,0.0010606,6.8302E-4,9.2846E-4,9.2846E-4,4.6309E-4,3.9487E-4,-1.7744E-4,-5.5014E-5,9.9249E-4,6.1488E-4,8.7921E-4,0.0012824,-1.4779E-4,-8.54E-4,6.6495E-4,-8.2343E-5,-8.2494E-4,-2.4855E-5,-8.2076E-6,2.4324E-4,5.9145E-4,-1.493E-17,-7.8379E-4,-3.8575E-5,1.5814E-5,-1.8702E-18,-1.3693E-17,-4.9258E-5,-4.8818E-4,1.1533E-19,-8.3906E-19,1.888E-4,1.888E-4,1.888E-4,1.3812E-5,-3.6363E-5,-3.6363E-5,-3.6363E-5,-1.0042E-18,-1.1246E-18,-3.7348E-5,1.1173E-18,0,-2.372E-4,-9.3334E-18,6.0313E-4,5.5842E-4,-7.1638E-19,-7.9957E-19,-3.035E-19,-2.0095E-18,1.2121E-19,-2.2135E-19,-3.4256E-19,-2.7227E-19,9.1234E-19,5.519E-20,1.1122E-19,3.0444E-20,3.0564E-37,1.1568E-36,9.9994E-25,-6.1508E-36,-7.9985E-20,4.6979E-20,1.6605E-36,1.4389E-27,0,1.3216E-4,1.3216E-4,1.1328E-4,1.1328E-4,0,0,0,0,0,0,0
35,5.2685E-4,3.9274E-5,0.0010537,6.1208E-4,8.9917E-4,8.9917E-4,4.7172E-4,3.5539E-4,-1.6335E-4,-4.87E-5,8.4443E-4,4.0276E-4,7.1193E-4,0.0012738,-1.3595E-4,-8.3068E-4,5.5658E-4,-7.6646E-5,-8.0997E-4,-2.4695E-5,-8.0587E-6,2.8908E-4,5.9507E-4,-1.3325E-17,-7.6692E-4,-3.4885E-5,1.4088E-5,-1.8499E-18,-1.1972E-17,-1.8724E-4,-4.0677E-4,1.4697E-19,-7.9307E-19,2.2083E-4,2.2083E-4,2.2083E-4,1.2863E-5,-3.203E-5,-3.203E-5,-3.203E-5,-4.9186E-19,-6.3433E-19,-3.2979E-5,1.3917E-18,0,-2.3854E-4,-7.7228E-18,6.0027E-4,5.5879E-4,-6.1037E-19,-7.5877E-19,-1.1164E-19,-1.7689E-18,1.5445E-20,-1.6822E-19,-1.8367E-19,-2.5288E-19,8.5798E-19,-1.0486E-20,6.0103E-20,2.74E-20,2.9089E-37,1.0895E-36,6.5996E-25,-5.6984E-36,-7.5986E-20,4.3221E-20,1.594E-36,7.6835E-28,0,1.5458E-4,1.5458E-4,1.325E-4,1.325E-4,0,0,0,0,0,0,0
36,5.2606E-4,3.4585E-5,0.0010466,5.4896E-4,8.724E-4,8.724E-4,4.782E-4,3.1985E-4,-1.5087E-4,-4.2886E-5,7.0329E-4,2.0569E-4,5.5401E-4,0.0012631,-1.2562E-4,-8.0965E-4,4.5794E-4,-7.1143E-5,-7.9475E-4,-2.4599E-5,-7.9072E-6,3.2923E-4,5.9655E-4,-1.1798E-17,-7.5161E-4,-3.1447E-5,1.2484E-5,-1.8289E-18,-1.0338E-17,-3.1839E-4,-3.3214E-4,1.7693E-19,-7.5007E-19,2.488E-4,2.488E-4,2.488E-4,1.1949E-5,-2.797E-5,-2.797E-5,-2.797E-5,-8.7193E-20,-2.2597E-19,-2.8884E-5,1.6498E-18,0,-2.3813E-4,-6.1909E-18,5.968E-4,5.5841E-4,-5.1276E-19,-7.2062E-19,6.5849E-20,-1.536E-18,-8.5545E-20,-1.2025E-19,-3.4707E-20,-2.3535E-19,8.0549E-19,-7.1712E-20,1.1323E-20,2.466E-20,2.7684E-37,1.0263E-36,4.3557E-25,-5.2802E-36,-7.2187E-20,3.9763E-20,1.5303E-36,4.103E-28,0,1.7416E-4,1.7416E-4,1.4928E-4,1.4928E-4,0,0,0,0,0,0,0
37,5.2644E-4,3.028E-5,0.0010391,4.931E-4,8.4797E-4,8.4797E-4,4.8268E-4,2.8786E-4,-1.3987E-4,-3.7547E-5,5.6936E-4,2.3403E-5,4.0557E-4,0.0012502,-1.1669E-4,-7.9067E-4,3.6855E-4,-6.584E-5,-7.7928E-4,-2.4562E-5,-7.7533E-6,3.6405E-4,5.9606E-4,-1.0351E-17,-7.3768E-4,-2.8253E-5,1.0999E-5,-1.8074E-18,-8.7943E-18,-4.424E-4,-2.6405E-4,2.051E-19,-7.0988E-19,2.7298E-4,2.7298E-4,2.7298E-4,1.1068E-5,-2.4176E-5,-2.4176E-5,-2.4176E-5,4.2403E-19,2.7807E-19,-2.5056E-5,1.8907E-18,0,-2.3615E-4,-4.7403E-18,5.9272E-4,5.573E-4,-4.2326E-19,-6.8504E-19,2.2922E-19,-1.3117E-18,-1.8151E-19,-7.7254E-20,1.0426E-19,-2.1954E-19,7.5497E-19,-1.2852E-19,-3.4983E-20,2.2194E-20,2.6345E-37,9.6695E-37,2.8748E-25,-4.8935E-36,-6.8577E-20,3.6582E-20,1.4691E-36,2.191E-28,0,1.9108E-4,1.9108E-4,1.6379E-4,1.6379E-4,0,0,0,0,0,0,0
38,5.2787E-4,2.6338E-5,0.0010312,4.4395E-4,8.2566E-4,8.2566E-4,4.8531E-4,2.5908E-4,-1.3024E-4,-3.2659E-5,4.4283E-4,-1.444E-4,2.6666E-4,0.0012355,-1.0904E-4,-7.7354E-4,2.8794E-4,-6.0741E-5,-7.6361E-4,-2.4579E-5,-7.5974E-6,3.9392E-4,5.9375E-4,-8.9874E-18,-7.2495E-4,-2.5295E-5,9.6285E-6,-1.7855E-18,-7.3428E-18,-5.59E-4,-2.0222E-4,2.3141E-19,-6.7237E-19,2.9362E-4,2.9362E-4,2.9362E-4,1.0223E-5,-2.064E-5,-2.064E-5,-2.064E-5,8.0321E-19,6.7941E-19,-2.1486E-5,2.1138E-18,0,-2.328E-4,-3.3731E-18,5.8807E-4,5.5546E-4,-3.4157E-19,-6.5191E-19,3.7877E-19,-1.0969E-18,-2.7226E-19,-3.9033E-20,2.3323E-19,-2.0537E-19,7.0646E-19,-1.8098E-19,-7.871E-20,1.9974E-20,2.5069E-37,9.1123E-37,1.8974E-25,-4.536E-36,-6.5149E-20,3.3655E-20,1.4103E-36,1.17E-28,0,2.0553E-4,2.0553E-4,1.7617E-4,1.7617E-4,0,0,0,0,0,0,0
39,5.3024E-4,2.2739E-5,0.001023,4.0101E-4,8.0528E-4,8.0528E-4,4.8622E-4,2.3317E-4,-1.2187E-4,-2.8197E-5,3.2384E-4,-2.9811E-4,1.3725E-4,0.0012191,-1.0255E-4,-7.5803E-4,2.1563E-4,-5.585E-5,-7.4778E-4,-2.4646E-5,-7.4399E-6,4.1917E-4,5.8977E-4,-7.7074E-18,-7.1328E-4,-2.2561E-5,8.3683E-6,-1.7632E-18,-5.9847E-18,-6.6802E-4,-1.4637E-4,2.558E-19,-6.3738E-19,3.1097E-4,3.1097E-4,3.1097E-4,9.4113E-6,-1.7354E-5,-1.7354E-5,-1.7354E-5,1.2023E-18,1.0752E-18,-1.8165E-5,2.3186E-18,0,-2.2826E-4,-2.0905E-18,5.8286E-4,5.5293E-4,-2.6735E-19,-6.2113E-19,5.1486E-19,-8.9204E-19,-3.5765E-19,-5.3786E-21,3.5227E-19,-1.9272E-19,6.6002E-19,-2.2916E-19,-1.1978E-19,1.7977E-20,2.3854E-37,8.5888E-37,1.2523E-25,-4.2055E-36,-6.1891E-20,3.0963E-20,1.3539E-36,6.2478E-29,0,2.1768E-4,2.1768E-4,1.8658E-4,1.8658E-4,0,0,0,0,0,0,0
40,5.3343E-4,1.9466E-5,0.0010143,3.6378E-4,7.8664E-4,7.8664E-4,4.8554E-4,2.0985E-4,-1.1466E-4,-2.4138E-5,2.1244E-4,-4.3812E-4,1.727E-5,0.0012011,-9.7123E-5,-7.4397E-4,1.5114E-4,-5.117E-5,-7.3182E-4,-2.4757E-5,-7.2811E-6,4.4014E-4,5.8429E-4,-6.5122E-18,-7.0253E-4,-2.0042E-5,7.2138E-6,-1.7406E-18,-4.7204E-18,-7.6937E-4,-9.6232E-5,2.7825E-19,-6.0478E-19,3.2528E-4,3.2528E-4,3.2528E-4,8.6347E-6,-1.4309E-5,-1.4309E-5,-1.4309E-5,1.5815E-18,1.4314E-18,-1.5085E-5,2.505E-18,0,-2.2267E-4,-8.9324E-19,5.7713E-4,5.4972E-4,-2.0029E-19,-5.926E-19,6.3791E-19,-6.9773E-19,-4.3758E-19,2.3933E-20,4.6151E-19,-1.8148E-19,6.1567E-19,-2.7316E-19,-1.5815E-19,1.6179E-20,2.2696E-37,8.0969E-37,8.2649E-26,-3.8997E-36,-5.8797E-20,2.8486E-20,1.2997E-36,3.3363E-29,0,2.277E-4,2.277E-4,1.9517E-4,1.9517E-4,0,0,0,0,0,0,0
41,5.3733E-4,1.6498E-5,0.0010053,3.3177E-4,7.6958E-4,7.6958E-4,4.8342E-4,1.8887E-4,-1.085E-4,-2.0457E-5,1.0864E-4,-5.6491E-4,-9.3427E-5,0.0011818,-9.2655E-5,-7.3118E-4,9.3999E-5,-4.6704E-5,-7.1577E-4,-2.4906E-5,-7.1214E-6,4.5715E-4,5.7744E-4,-5.4012E-18,-6.9258E-4,-1.7725E-5,6.1603E-6,-1.7179E-18,-3.549E-18,-8.6301E-4,-5.15E-5,2.9874E-19,-5.7443E-19,3.3678E-4,3.3678E-4,3.3678E-4,7.8931E-6,-1.1496E-5,-1.1496E-5,-1.1496E-5,1.8874E-18,1.7331E-18,-1.2237E-5,2.673E-18,0,-2.162E-4,2.1869E-19,5.709E-4,5.4587E-4,-1.4004E-19,-5.6621E-19,7.4835E-19,-5.1428E-19,-5.1201E-19,4.9129E-20,5.6114E-19,-1.7156E-19,5.7344E-19,-3.131E-19,-1.9379E-19,1.4561E-20,2.1593E-37,7.6346E-37,5.4548E-26,-3.6169E-36,-5.5857E-20,2.6207E-20,1.2478E-36,1.7816E-29,0,2.3574E-4,2.3574E-4,2.0207E-4,2.0207E-4,0,0,0,0,0,0,0
42,5.4181E-4,1.3817E-5,9.9591E-4,3.0455E-4,7.5394E-4,7.5394E-4,4.7997E-4,1.6998E-4,-1.0329E-4,-1.7133E-5,1.239E-5,-6.7897E-4,-1.9502E-4,0.0011612,-8.9047E-5,-7.195E-4,4.3749E-5,-4.2453E-5,-6.9966E-4,-2.5088E-5,-6.9611E-6,4.7051E-4,5.6937E-4,-4.3737E-18,-6.8331E-4,-1.5602E-5,5.203E-6,-1.695E-18,-2.4694E-18,-9.4896E-4,-1.1884E-5,3.1728E-19,-5.462E-19,3.4568E-4,3.4568E-4,3.4568E-4,7.1866E-6,-8.9056E-6,-8.9056E-6,-8.9056E-6,2.2206E-18,2.0809E-18,-9.6121E-6,2.8228E-18,0,-2.0898E-4,1.2458E-18,5.642E-4,5.4141E-4,-8.6247E-20,-5.4185E-19,8.4669E-19,-3.4193E-19,-5.8093E-19,7.0447E-20,6.5138E-19,-1.6285E-19,5.3332E-19,-3.491E-19,-2.2671E-19,1.3105E-20,2.0543E-37,7.2E-37,3.6002E-26,-3.3552E-36,-5.3064E-20,2.411E-20,1.1978E-36,9.5137E-30,0,2.4198E-4,2.4198E-4,2.0741E-4,2.0741E-4,0,0,0,0,0,0,0
43,5.4676E-4,1.1406E-5,9.861E-4,2.8168E-4,7.3955E-4,7.3955E-4,4.7532E-4,1.5298E-4,-9.8958E-5,-1.4143E-5,-7.6401E-5,-7.8082E-4,-2.8773E-4,0.0011395,-8.6211E-5,-7.0879E-4,-6.5014E-8,-3.8416E-5,-6.8353E-4,-2.5297E-5,-6.8006E-6,4.8052E-4,5.602E-4,-3.4279E-18,-6.7462E-4,-1.3659E-5,4.337E-6,-1.672E-18,-1.4794E-18,-0.0010273,2.2912E-5,3.3388E-19,-5.1997E-19,3.5221E-4,3.5221E-4,3.5221E-4,6.5151E-6,-6.5288E-6,-6.5288E-6,-6.5288E-6,2.4921E-18,2.3582E-18,-7.2003E-6,2.9548E-18,0,-2.0113E-4,2.1892E-18,5.5707E-4,5.3637E-4,-3.8572E-20,-5.1942E-19,9.3342E-19,-1.8079E-19,-6.4437E-19,8.8124E-20,7.3249E-19,-1.5526E-19,4.953E-19,-3.813E-19,-2.569E-19,1.1795E-20,1.9543E-37,6.7914E-37,2.3761E-26,-3.1131E-36,-5.0411E-20,2.2182E-20,1.1499E-36,5.0803E-30,0,2.4655E-4,2.4655E-4,2.1133E-4,2.1133E-4,0,0,0,0,0,0,0
44,5.5207E-4,9.2467E-6,9.7588E-4,2.6275E-4,7.2629E-4,7.2629E-4,4.6959E-4,1.3768E-4,-9.5401E-5,-1.1466E-5,-1.5787E-4,-8.71E-4,-3.7181E-4,0.0011169,-8.4059E-5,-6.9892E-4,-3.7885E-5,-3.4591E-5,-6.674E-4,-2.5528E-5,-6.6401E-6,4.8746E-4,5.5008E-4,-2.5618E-18,-6.6642E-4,-1.1887E-5,3.5573E-6,-1.649E-18,-5.7668E-19,-0.0010981,5.3183E-5,3.4859E-19,-4.9562E-19,3.5657E-4,3.5657E-4,3.5657E-4,5.8783E-6,-4.3558E-6,-4.3558E-6,-4.3558E-6,2.7341E-18,2.5932E-18,-4.9926E-6,3.0694E-18,0,-1.9279E-4,3.0504E-18,5.4954E-4,5.308E-4,3.3362E-21,-4.9879E-19,1.0091E-18,-3.0904E-20,-7.0239E-19,1.024E-19,8.0479E-19,-1.487E-19,4.5937E-19,-4.0984E-19,-2.8442E-19,1.0615E-20,1.8591E-37,6.407E-37,1.5682E-26,-2.889E-36,-4.789E-20,2.0407E-20,1.1039E-36,2.7129E-30,0,2.496E-4,2.496E-4,2.1394E-4,2.1394E-4,0,0,0,0,0,0,0
45,5.5763E-4,7.3234E-6,9.6527E-4,2.4739E-4,7.1401E-4,7.1401E-4,4.629E-4,1.2392E-4,-9.2542E-5,-9.081E-6,-2.3218E-4,-9.5007E-4,-4.4755E-4,0.0010935,-8.2514E-5,-6.8976E-4,-7.0142E-5,-3.0976E-5,-6.5131E-4,-2.5776E-5,-6.4801E-6,4.916E-4,5.3911E-4,-1.7727E-18,-6.5861E-4,-1.0276E-5,2.859E-6,-1.6259E-18,2.4173E-19,-0.0011616,7.922E-5,3.6144E-19,-4.7304E-19,3.5894E-4,3.5894E-4,3.5894E-4,5.2759E-6,-2.3771E-6,-2.3771E-6,-2.3771E-6,2.9631E-18,2.8308E-18,-2.9795E-6,3.1673E-18,0,-1.8404E-4,3.8314E-18,5.4164E-4,5.2473E-4,3.9824E-20,-4.7988E-19,1.0743E-18,1.0778E-19,-7.5507E-19,1.1351E-19,8.6858E-19,-1.4307E-19,4.2549E-19,-4.3488E-19,-3.093E-19,9.5537E-21,1.7685E-37,6.0455E-37,1.035E-26,-2.6816E-36,-4.5496E-20,1.8775E-20,1.0598E-36,1.4487E-30,0,2.5126E-4,2.5126E-4,2.1537E-4,2.1537E-4,0,0,0,0,0,0,0
46,5.6335E-4,5.6197E-6,9.5428E-4,2.3522E-4,7.0261E-4,7.0261E-4,4.5535E-4,1.1152E-4,-9.0304E-5,-6.9684E-6,-2.9954E-4,-0.0010186,-5.1525E-4,0.0010695,-8.15E-5,-6.8121E-4,-9.7249E-5,-2.7568E-5,-6.3529E-4,-2.6036E-5,-6.3207E-6,4.932E-4,5.2742E-4,-1.058E-18,-6.5113E-4,-8.8154E-6,2.2373E-6,-1.6029E-18,9.7907E-19,-0.0012179,1.0131E-4,3.725E-19,-4.521E-19,3.5953E-4,3.5953E-4,3.5953E-4,4.7073E-6,-5.8309E-7,-5.8309E-7,-5.8309E-7,3.1743E-18,3.0012E-18,-1.1516E-6,3.249E-18,0,-1.75E-4,4.5347E-18,5.3341E-4,5.1821E-4,7.1235E-20,-4.6256E-19,1.1295E-18,2.3537E-19,-8.0254E-19,1.2169E-19,9.2423E-19,-1.383E-19,3.9364E-19,-4.5658E-19,-3.3162E-19,8.5984E-21,1.6822E-37,5.7054E-37,6.8313E-27,-2.4897E-36,-4.3221E-20,1.7273E-20,1.0174E-36,7.736E-31,0,2.5167E-4,2.5167E-4,2.1572E-4,2.1572E-4,0,0,0,0,0,0,0
